CustomerID,Date,p1,p2,p3,p4,Temperature,Rainfall,CPI,Female,Age,Income,prob,membr_choice
1.0,2023-12-20,8.0,4.0,5.0,4.0,42.22,0.0,100.93,0.0,60.0,59662.22,0.18045599999999895,0
1.0,2023-12-21,11.295422094983762,15.164930223514414,14.19755319138175,15.164930223514414,45.34,0.0,100.93,0.0,60.0,59662.22,13.880119393216313,1
1.0,2023-12-22,9.567467184237474,5.824193895046276,6.760012217344077,5.824193895046276,51.87,6.46,100.93,0.0,60.0,59662.22,2.9463950917827284,1
1.0,2023-12-23,10.764145482525684,14.385302087484938,13.480012936245124,14.385302087484938,50.23,0.0,100.93,0.0,60.0,59662.22,12.771288840376899,1
1.0,2023-12-24,6.784964424690047,3.2819406952969765,4.157696627645246,3.2819406952969765,36.22,0.03,100.93,0.0,60.0,59662.22,-1.4369038006548174,0
1.0,2023-12-25,12.774942735006292,16.163687433836856,15.316501259129216,16.163687433836856,46.08,6.93,100.93,0.0,60.0,59662.22,15.632721965812022,1
1.0,2023-12-26,5.85299006843958,2.5747962790295738,3.3943447263820743,2.5747962790295738,40.8,4.08,100.93,0.0,60.0,59662.22,-2.907009517797972,0
1.0,2023-12-27,12.921920865603552,16.09317024435873,15.300357899669937,16.09317024435873,41.26,16.6,100.93,0.0,60.0,59662.22,15.224652084750094,1
1.0,2023-12-28,6.353413554413553,3.2856197422408164,4.052568195284,3.2856197422408164,44.05,3.54,100.93,0.0,60.0,59662.22,-1.7865296149740146,0
1.0,2023-12-29,12.683392237676658,15.65110551089127,14.909177192587617,15.65110551089127,42.94,12.45,100.93,0.0,60.0,59662.22,14.793328909095298,1
1.0,2023-12-30,7.916300917167861,5.045403258704802,5.763127673320568,5.045403258704802,49.72,12.03,100.93,0.0,60.0,59662.22,0.7892974592607279,0
1.0,2023-12-31,11.771606212399233,14.54884666879984,13.854536554699685,14.54884666879984,46.47,7.49,100.93,0.0,60.0,59662.22,13.28175802888932,1
1.0,2024-01-01,7.657911631479696,4.971273001248116,5.642932658806014,4.971273001248116,43.5,17.06,100.93,0.0,60.0,59662.22,0.27550117752811365,0
1.0,2024-01-02,11.953241666297735,14.552234170824123,13.902486044692523,14.552234170824123,45.33,14.7,100.93,0.0,60.0,59662.22,13.108034149845697,1
1.0,2024-01-03,7.862005432341677,5.347799776777904,5.9763511906688525,5.347799776777904,45.0,20.53,100.93,0.0,60.0,59662.22,0.6754044380279852,0
1.0,2024-01-04,13.06512639889237,15.497311204142804,14.889265002830191,15.497311204142804,51.03,21.9,100.93,0.0,60.0,59662.22,14.596260303498722,1
1.0,2024-01-05,6.538545620746978,4.185705902245653,4.773915831870987,4.185705902245653,42.75,29.71,100.93,0.0,60.0,59662.22,-1.798777156193997,0
1.0,2024-01-06,13.352483751110611,15.628566855078276,15.059546079086356,15.628566855078276,45.57,26.68,100.93,0.0,60.0,59662.22,14.678963558454896,1
1.0,2024-01-07,5.462932888014921,3.261102370011384,3.811559999512272,3.261102370011384,39.95,19.27,100.93,0.0,60.0,59662.22,-3.082934371328259,0
1.0,2024-01-08,11.468550657636513,13.598550929401895,13.066050861460546,13.598550929401895,31.68,21.03,100.93,0.0,60.0,59662.22,11.41364239654159,1
1.0,2024-01-09,9.106820281046913,7.046306939704749,7.561435275040296,7.046306939704749,47.93,28.83,100.93,0.0,60.0,59662.22,2.9539243029040376,1
1.0,2024-01-10,11.624515021124685,13.617808301942024,13.119484981737685,13.617808301942024,49.21,27.72,100.93,0.0,60.0,59662.22,11.446357148749735,1
1.0,2024-01-11,7.638956439702405,5.710690301535349,6.192756836077118,5.710690301535349,41.4,28.76,100.93,0.0,60.0,59662.22,0.5316091558728564,0
1.0,2024-01-12,14.3447670815318,16.21012745543376,15.743787361958264,16.21012745543376,56.68,18.58,100.93,0.0,60.0,59662.22,16.379954421853565,1
1.0,2024-01-13,4.354333654406091,2.549826872042941,3.0009535676337333,2.549826872042941,38.28,27.66,100.93,0.0,60.0,59662.22,-4.912596239431873,0
1.0,2024-01-14,15.520960756880443,17.26659917246617,16.830189568569732,17.26659917246617,46.01,25.2,100.93,0.0,60.0,59662.22,17.885268662672118,1
1.0,2024-01-15,4.66597361749,2.9772831078439173,3.399455735255444,2.9772831078439173,45.06,31.4,100.93,0.0,60.0,59662.22,-4.345896622654234,0
1.0,2024-01-16,16.92812637791588,18.5617267913279,18.153326687974893,18.5617267913279,53.89,30.62,100.93,0.0,60.0,59662.22,20.024611266204317,1
1.0,2024-01-17,5.183460506100802,3.603152986483589,3.998229866387895,3.603152986483589,53.79,36.77,100.93,0.0,60.0,59662.22,-3.482576347236279,0
1.0,2024-01-18,15.224426060048462,16.75317925823269,16.370990958686633,16.75317925823269,47.44,34.92,100.93,0.0,60.0,59662.22,16.78435233022122,1
1.0,2024-01-19,5.858375781591112,4.379495049868334,4.749215232799031,4.379495049868334,48.78,38.38,100.93,0.0,60.0,59662.22,-2.3457579213109563,0
1.0,2024-01-20,13.572609817604311,15.003245070736476,14.645586257453434,15.003245070736476,42.67,33.22,100.93,0.0,60.0,59662.22,13.8959938243878,1
1.0,2024-01-21,5.025837484912925,3.641873799673572,3.9878647209834113,3.641873799673572,37.43,31.94,100.93,0.0,60.0,59662.22,-3.5196830530183645,0
1.0,2024-01-22,15.068693032823465,16.407507715229695,16.072804044628136,16.407507715229695,45.82,35.73,100.93,0.0,60.0,59662.22,16.276319205266276,1
1.0,2024-01-23,5.974108228055234,4.678969654013462,5.002754297523907,4.678969654013462,48.56,38.8,100.93,0.0,60.0,59662.22,-1.979677050698918,0
1.0,2024-01-24,15.967426801655645,17.220314111612705,16.907092284123436,17.220314111612705,54.15,41.9,100.93,0.0,60.0,59662.22,17.552591055520583,1
1.0,2024-01-25,6.5513916543832575,5.33937724688032,5.642380848756057,5.33937724688032,54.23,52.41,100.93,0.0,60.0,59662.22,-1.4007929552389737,0
1.0,2024-01-26,13.872414517301523,15.044889417733746,14.751770692625689,15.044889417733746,46.51,42.01,100.93,0.0,60.0,59662.22,13.827847452355618,1
1.0,2024-01-27,6.843747079351916,5.709521789921753,5.9930781122792975,5.709521789921753,47.16,38.55,100.93,0.0,60.0,59662.22,-0.3403548867676589,0
1.0,2024-01-28,13.02913244467408,14.12635593893284,13.852050065368148,14.12635593893284,43.65,42.71,100.93,0.0,60.0,59662.22,12.260535237561164,1
1.0,2024-01-29,6.727025066366959,5.66559625890469,5.93095346077026,5.66559625890469,42.01,43.24,100.93,0.0,60.0,59662.22,-0.7032659148249951,0
1.0,2024-01-30,12.710236748650267,13.73703859823323,13.480338135837489,13.73703859823323,40.8,49.07,100.93,0.0,60.0,59662.22,11.36333036852799,1
1.0,2024-01-31,10.444730226243138,9.451425700405242,9.69975183186472,9.451425700405242,59.31,40.07,101.34,0.0,60.0,59662.22,5.982360245629489,1
1.0,2024-02-01,10.407403743286888,11.368303727495894,11.128078731443638,11.368303727495894,47.23,49.21,101.34,0.0,60.0,59662.22,7.435564847401937,1
1.0,2024-02-02,10.595477341263104,9.665924766362672,9.898312910087782,9.665924766362672,47.81,50.78,101.34,0.0,60.0,59662.22,5.760576090874332,1
1.0,2024-02-03,9.671322649152591,10.570550460271049,10.345743507491433,10.570550460271049,43.96,52.27,101.34,0.0,60.0,59662.22,5.965913009955823,1
1.0,2024-02-04,12.586495365283112,11.716603034152188,11.93407611693492,11.716603034152188,54.33,49.24,101.34,0.0,60.0,59662.22,9.333258481572093,1
1.0,2024-02-05,7.468386687673716,8.309900549238115,8.099522083847013,8.309900549238115,42.6,52.14,101.34,0.0,60.0,59662.22,2.1533650771488255,1
1.0,2024-02-06,13.768113462734824,12.95405228083616,13.157567576310829,12.95405228083616,49.83,47.32,101.34,0.0,60.0,59662.22,11.43103617520307,1
1.0,2024-02-07,7.158386640374779,7.945890730494318,7.749014707964431,7.945890730494318,46.63,53.09,101.34,0.0,60.0,59662.22,1.5733049810096489,1
1.0,2024-02-08,14.90930663733919,14.147493267847016,14.337946610220063,14.147493267847016,53.27,53.95,101.34,0.0,60.0,59662.22,13.193818579747145,1
1.0,2024-02-09,6.683317494124518,7.420278250542839,7.236038061438256,7.420278250542839,49.0,59.86,101.34,0.0,60.0,59662.22,0.4667805153404565,0
1.0,2024-02-10,13.859406523917064,13.146487614574866,13.32471734191042,13.146487614574866,45.87,53.11,101.34,0.0,60.0,59662.22,11.418705208583257,1
