,Date,ProductID,Product,Low_Stock_Priority,Demand_Priority,Profitability_Priority,Low_Stock_Risk,cp,price_market,a,pred_s3,OrderQuantity,Inventory,Temperature,Rainfall,CPI,MCPI,Female,Age,Income
1611,2024-01-06,10,Zucchini,2,1.0,1.0,-0.1099476439790576,22.49189251366203,31.22687181943903,38.63166750864441,38.60122079423876,848,764,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1253,2024-01-06,8,Tomato,4,4.0,3.0,-0.0234567901234568,16.20435665388794,20.861992953300188,21.8346215896933,21.818075585731236,829,810,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
537,2024-01-06,4,Cauliflower,5,7.0,7.0,0.0149253731343284,7.19740438973298,21.31573967908069,7.668448776972196,7.639402855388282,858,871,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
0,2024-01-06,1,Avocado,5,10.0,8.0,0.0218023255813953,5.528104691935328,1.4600608874651604,1.1521525988296586,1.1350513928283772,673,688,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1432,2024-01-06,9,Yogurt,6,2.0,2.0,0.0402010050251255,16.617960373649264,41.56582135917408,34.187123033175546,34.16130593134565,764,796,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
895,2024-01-06,6,Milk,6,5.0,4.0,0.0467675378266849,13.635955214509613,22.108978197433498,15.340605673198684,15.312921972695317,693,727,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
716,2024-01-06,5,Egg,6,6.0,6.0,0.0652173913043477,10.294868803301943,17.76071295941398,10.113951726767334,10.08690874709708,645,690,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
358,2024-01-06,3,Beef,7,9.0,10.0,0.0921052631578946,5.226258306298707,0.3826731173859183,2.151617544760368,2.125082750884193,759,836,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1074,2024-01-06,7,Shrimp,8,3.0,5.0,0.1664816870144284,12.25067495602231,40.49856867296391,23.276310590015854,23.24879114272318,751,901,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
179,2024-01-06,2,Banana,8,8.0,9.0,0.1568206229860365,5.396914298214672,12.13480048910169,2.819201993815971,2.7952922754795315,785,931,42.22,0.0,100.7,100.7,0.56,44.08,49946.15059999999
896,2024-01-07,6,Milk,1,5.0,5.0,-0.2376237623762376,11.44217144979352,30.012484557884868,16.374101279459445,16.367606725873525,750,606,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1,2024-01-07,1,Avocado,1,10.0,10.0,-0.5533769063180829,2.8003144167344467,-8.749512934180188,0.3476088371823088,0.34539919591843904,713,459,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
538,2024-01-07,4,Cauliflower,3,7.0,7.0,-0.0769230769230768,7.366689409895786,5.944399526081101,4.640608711392408,4.637096778150652,1022,949,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1254,2024-01-07,8,Tomato,4,4.0,2.0,-0.0176715176715176,17.009989443560023,17.14500551210355,20.971046801907317,20.981074894955142,979,962,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1075,2024-01-07,7,Shrimp,5,3.0,4.0,0.0054112554112554,12.631196887719147,35.00899926671107,21.60004060697015,21.593654921443267,919,924,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
180,2024-01-07,2,Banana,6,9.0,9.0,0.0602189781021897,4.007541778172539,-2.085736537332213,1.09798774411916,1.0934045379714727,1030,1096,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1612,2024-01-07,10,Zucchini,7,1.0,1.0,0.1145752143413874,17.126718670630837,60.883352098095074,48.07344776189625,48.067938949557245,1136,1283,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
359,2024-01-07,3,Beef,7,8.0,8.0,0.0843023255813953,4.979414520732743,8.165602332113181,3.223717748254673,3.220515753929254,945,1032,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1433,2024-01-07,9,Yogurt,8,2.0,3.0,0.1406392694063927,13.588989289960356,36.52789822041471,29.17269760236881,29.170911554402593,941,1095,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
717,2024-01-07,5,Egg,8,6.0,6.0,0.2216796875,8.045070245508262,13.803717663195457,7.978517580770869,7.9806411122447205,797,1024,45.34,0.0,100.7,100.7,0.56,44.08,49946.15059999999
539,2024-01-08,4,Cauliflower,2,7.0,7.0,-0.197,9.193812962495908,16.502178198884632,7.458528676101658,7.4800272318933185,1197,1000,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
360,2024-01-08,3,Beef,3,8.0,8.0,-0.0899689762150981,6.36785098868062,18.67544896022269,5.1922404919639575,5.209190025494001,1054,967,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1613,2024-01-08,10,Zucchini,4,1.0,1.0,-0.0223248652809853,20.9973092912971,49.184514866594725,46.07013457592083,46.08975345382588,1328,1299,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1434,2024-01-08,9,Yogurt,4,2.0,2.0,-0.0319792566983578,18.895739328222504,32.864763972455194,32.275877034331465,32.29295669218135,1194,1157,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
718,2024-01-08,5,Egg,4,6.0,6.0,-0.0368715083798882,11.75877988382674,17.032246936936993,10.618019527473988,10.631882367412663,928,895,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
897,2024-01-08,6,Milk,5,4.0,4.0,0.0189573459715639,14.863135514898582,28.40060212242957,17.918629796994384,17.943488731157622,828,844,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
181,2024-01-08,2,Banana,5,9.0,9.0,0.032258064516129,5.863696748228607,7.579801701297805,2.4112873711018703,2.434395811262027,1140,1178,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
2,2024-01-08,1,Avocado,5,10.0,10.0,0.0222531293463142,3.957475968211479,-1.4361840283289051,0.8045062467310707,0.8291028919249829,703,719,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1255,2024-01-08,8,Tomato,7,3.0,3.0,0.0990180032733224,18.657921495106446,23.981590479254823,24.99954123911345,25.037412065456344,1101,1222,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1076,2024-01-08,7,Shrimp,7,5.0,5.0,0.1078260869565217,12.577428488779123,19.577118492003216,16.13675926567288,16.153683354988285,1026,1150,51.87,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1435,2024-01-09,9,Yogurt,1,2.0,2.0,-1.0191082802547773,16.488498479119464,32.97111675483997,30.144311570105938,30.17674688585967,317,157,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
1077,2024-01-09,7,Shrimp,1,4.0,4.0,-1.823529411764706,16.25591324986676,43.62148056884267,27.11431787322209,27.14837204432157,192,68,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
898,2024-01-09,6,Milk,1,6.0,5.0,-1.4482758620689653,14.92442834156084,21.68042506782875,15.926444924505558,15.9601387416055,71,29,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
361,2024-01-09,3,Beef,1,8.0,9.0,-0.6575875486381324,5.229020479248783,16.903115575939395,4.571833879385974,4.60615103076427,426,257,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
182,2024-01-09,2,Banana,1,9.0,10.0,-2.82,4.679929967602524,25.18261170355705,3.92190756309664,3.9543795969464606,191,50,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
719,2024-01-09,5,Egg,2,5.0,6.0,-0.2024793388429753,11.270849053107993,40.48066801378739,16.223251929221274,16.24980126204879,291,242,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
1614,2024-01-09,10,Zucchini,4,1.0,1.0,-0.0348432055749128,18.884625079948982,44.46938088931617,41.586975923827495,41.6153998165446,594,574,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
540,2024-01-09,4,Cauliflower,8,7.0,8.0,0.25,6.025426613084695,40.23471949769974,10.924774943994256,10.947472166928524,588,784,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
1256,2024-01-09,8,Tomato,9,3.0,3.0,0.3333333333333333,16.43580677424334,39.62092938815864,29.46467757387856,29.498087387926958,156,234,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
3,2024-01-09,1,Avocado,10,10.0,7.0,3.678571428571429,6.481786398402916,-17.234031522244265,0.2541374629485081,0.30087333513777326,75,-28,50.23,62.52,100.7,100.7,0.56,44.08,49946.15059999999
4,2024-01-10,1,Avocado,1,10.0,8.0,-0.261127596439169,5.735115980299935,11.252314510271876,1.627173203283897,1.6446666598805342,425,337,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
541,2024-01-10,4,Cauliflower,2,7.0,7.0,-0.1365227537922986,7.197530580177635,25.053869385773428,8.380831988966051,8.38611938093351,974,857,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1436,2024-01-10,9,Yogurt,3,2.0,1.0,-0.0856353591160221,20.651415918648745,28.66203982347203,31.975238127086595,31.97978659244382,786,724,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
362,2024-01-10,3,Beef,3,8.0,10.0,-0.0669344042838018,2.796327902054926,6.482708027464101,2.302350454476403,2.3219322941524316,797,747,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1615,2024-01-10,10,Zucchini,4,1.0,2.0,-0.0377155172413792,19.29326622256931,62.22964761920839,50.89913591191382,50.91066208598835,963,928,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
720,2024-01-10,5,Egg,4,6.0,6.0,-0.0015898251192367,11.085221566997593,24.38256698542099,12.129298409594352,12.134364806069172,630,629,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1078,2024-01-10,7,Shrimp,5,4.0,4.0,0.0110062893081761,14.20965560565443,33.81413376449908,22.272751621273084,22.281334855609487,629,636,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1257,2024-01-10,8,Tomato,6,3.0,3.0,0.0445402298850574,14.68057750558066,38.426947117194345,27.606286731082577,27.609590125641184,665,696,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
899,2024-01-10,6,Milk,6,5.0,5.0,0.0758377425044092,11.142595868828344,24.01849547483514,14.382152043487858,14.385216289158496,524,567,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
183,2024-01-10,2,Banana,6,9.0,9.0,0.0590015128593041,3.9686357767948905,6.153545768574823,1.9001276119567705,1.908951948463239,622,661,36.23,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1079,2024-01-11,7,Shrimp,1,4.0,4.0,-0.2225274725274726,12.013485565124896,39.883705904296576,22.79116490517941,22.867353412702265,890,728,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
542,2024-01-11,4,Cauliflower,2,7.0,7.0,-0.1748466257668712,6.3998350478307975,23.59249156513457,7.700860275247416,7.7737277233772755,1149,978,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
5,2024-01-11,1,Avocado,2,10.0,10.0,-0.1341463414634145,0.0454442402471779,-11.020576556067477,-0.1240564606904715,-0.05115444158615401,558,492,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1437,2024-01-11,9,Yogurt,3,2.0,2.0,-0.0951871657754011,17.316035444631897,53.96167193749268,40.28961221512861,40.36780245506674,1024,935,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
900,2024-01-11,6,Milk,3,5.0,6.0,-0.0614173228346457,10.724318887052831,14.799607148079364,11.29690141974369,11.36183975132376,674,635,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
363,2024-01-11,3,Beef,3,8.0,9.0,-0.0938967136150235,4.22563811630992,33.22723600127959,6.674204778173099,6.760049256731058,932,852,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
184,2024-01-11,2,Banana,4,9.0,8.0,-0.0411622276029055,4.321856336596446,5.561639068448022,1.842963117252276,1.921168901279528,860,826,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1616,2024-01-11,10,Zucchini,5,1.0,1.0,0.0049220672682526,21.485901953216665,46.68691363970498,45.25178671615735,45.32928159223147,1213,1219,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
721,2024-01-11,5,Egg,5,6.0,5.0,0.0223602484472049,11.431877786873985,20.531637463373787,11.271276202368622,11.344100482524762,787,805,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1258,2024-01-11,8,Tomato,6,3.0,3.0,0.0529875986471251,16.94801573455406,42.76239852019974,31.085799938811327,31.16496068273331,840,887,46.09,0.0,100.7,100.7,0.56,44.08,49946.15059999999
901,2024-01-12,6,Milk,2,5.0,5.0,-0.1053459119496855,8.671654029667653,34.17853703217326,16.03707647636748,15.951343329860357,703,636,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
543,2024-01-12,4,Cauliflower,2,7.0,6.0,-0.1176470588235294,5.913741003929289,4.175055220182415,3.781030394523111,3.6999289036095,1159,1037,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
1259,2024-01-12,8,Tomato,3,3.0,2.0,-0.0675512665862485,17.454349740040872,33.74754077442826,28.043019050718915,27.97085838671601,885,829,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
1080,2024-01-12,7,Shrimp,3,4.0,4.0,-0.0987370838117107,13.330756788091756,44.65936118459701,25.54282911518809,25.46215155581195,957,871,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
1438,2024-01-12,9,Yogurt,4,2.0,3.0,-0.028957528957529,16.91728082313756,42.58346837368779,34.96863645789822,34.888397953792015,1066,1036,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
1617,2024-01-12,10,Zucchini,5,1.0,1.0,0.0044378698224851,21.68797782671579,55.99986743162341,50.26843449144241,50.191221858700885,1346,1352,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
185,2024-01-12,2,Banana,5,8.0,10.0,0.0133744855967078,3.6186930128372015,20.78197303714238,3.3824588551965906,3.300164097654549,959,972,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
722,2024-01-12,5,Egg,6,6.0,8.0,0.0473988439306358,4.010774279544762,23.16244269750008,8.376520763062313,8.31599894368734,824,865,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
364,2024-01-12,3,Beef,7,9.0,7.0,0.1007067137809187,4.134421916987123,9.784203220066267,3.2884800070209894,3.21350541371005,1018,1132,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
6,2024-01-12,1,Avocado,7,10.0,9.0,0.1102719033232628,3.9001768350511785,-6.043833394284505,0.6683489627058048,0.5934329313275077,589,662,40.81,5.22,100.7,100.7,0.56,44.08,49946.15059999999
544,2024-01-13,4,Cauliflower,2,7.0,8.0,-0.1351111111111111,6.285843622657671,42.436018945826405,11.529751770248092,11.491794834438126,1277,1125,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
7,2024-01-13,1,Avocado,2,9.0,10.0,-0.2003484320557491,1.697285583404604,5.521650792609744,0.9740216299906884,0.9436532703705577,689,574,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1439,2024-01-13,9,Yogurt,3,2.0,2.0,-0.097966728280961,18.183043893557755,46.58651930066243,37.85688372151982,37.827933648119696,1188,1082,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1260,2024-01-13,8,Tomato,4,4.0,3.0,-0.0162601626016261,15.922189386672386,32.63508828494252,26.31999735533466,26.29431859080062,1000,984,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1618,2024-01-13,10,Zucchini,6,1.0,1.0,0.0672162333544704,20.68595307573387,42.31616680702322,42.37224701126522,42.34153215033068,1471,1577,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
365,2024-01-13,3,Beef,6,8.0,7.0,0.0417777777777778,8.48663876891031,3.1531340958844805,3.547172277075506,3.5056923155106525,1078,1125,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
186,2024-01-13,2,Banana,6,10.0,9.0,0.0765349032800672,3.2103009719330995,-15.591846663440965,-0.3889139399377356,-0.41744186979919906,1098,1189,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1081,2024-01-13,7,Shrimp,7,3.0,4.0,0.0983333333333333,12.240885805377232,49.226047489690345,26.325947217175425,26.29719433827393,1082,1200,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
902,2024-01-13,6,Milk,8,5.0,6.0,0.1938775510204081,11.74686133672122,29.59981274648367,16.456271157997577,16.427062104382472,790,980,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
723,2024-01-13,5,Egg,8,6.0,5.0,0.1401693320790216,11.761875122161944,33.24618219638468,14.720693642196885,14.685615931029417,914,1063,41.27,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1440,2024-01-14,9,Yogurt,9,1.0,1.0,1.0,20.10687949726089,56.78189364481597,44.14292183599133,44.1460144882805,0,13,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
1619,2024-01-14,10,Zucchini,9,2.0,2.0,0.3904761904761904,16.253760675267987,41.638698731720126,37.567988189417385,37.56511344209704,64,105,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
1261,2024-01-14,8,Tomato,9,3.0,3.0,0.9944444444444444,15.910801214548853,45.55047942410434,31.443710889570152,31.444645100746218,1,180,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
1082,2024-01-14,7,Shrimp,9,4.0,5.0,0.5,13.399986681976486,54.61226989365015,28.989163288450424,28.994911607074688,2,4,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
903,2024-01-14,6,Milk,9,5.0,6.0,1.0,11.273124439767898,17.4021265659473,12.479390781934264,12.47477474071217,0,71,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
724,2024-01-14,5,Egg,9,6.0,4.0,0.782608695652174,13.616263621157952,11.871503254502082,10.270885772493832,10.264601225900453,10,46,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
