CustomerID,Date,p1,p2,p3,p4,Temperature,Rainfall,CPI,Female,Age,Income,p1_m,p2_m,p3_m,p4_m,logit_t,membr_choice
1,2023-12-21,10.0,5.0,11.0,7.0,45.34,0.0,100.93,0,60,59662.22,11.938796783029012,6.398547918891367,11.122451899555362,8.79408737895075,1.9646664354761891,1
1,2023-12-22,14.0,13.0,13.0,10.0,51.87,62.52,100.93,0,60,59662.22,15.354608029960843,7.974386204361643,16.91402614135059,14.22307225498182,-1.8426889187186535,0
1,2023-12-23,21.0,18.0,17.0,12.0,50.23,0.0,100.93,0,60,59662.22,17.90064075915946,14.28293145249926,18.02097772528291,15.267903609256615,2.1275694059708443,1
1,2023-12-24,24.0,14.0,23.0,11.0,36.22,0.0,100.93,0,60,59662.22,24.425019620591577,19.265122150619973,21.28232976834854,16.27359428809919,3.161342995314765,1
1,2023-12-25,33.0,15.0,32.0,12.0,46.08,5.22,100.93,0,60,59662.22,26.147480753708344,15.384906772570172,25.2333495614203,15.93773066657488,0.6519697671194837,0
1,2023-12-26,34.0,14.0,34.0,9.0,40.8,0.0,100.93,0,60,59662.22,33.564786124916345,16.605401261783328,31.716730646404603,16.404937387294822,4.739566346791536,1
1,2023-12-27,33.0,21.0,34.0,19.0,41.26,154.3,100.93,0,60,59662.22,36.11505940717319,15.497763723212822,33.98900926736036,16.822656146213752,-1.8303267705656225,0
1,2023-12-28,29.0,26.0,23.0,21.0,44.05,0.0,100.93,0,60,59662.22,33.332389843457335,20.855774637014367,33.02500830488445,21.42425955395208,2.302361625841227,1
1,2023-12-29,25.0,31.0,30.0,17.0,42.94,26.71,100.93,0,60,59662.22,30.56659517087419,24.672512061673853,25.454109720281128,23.23537271135997,1.1821326564334806,1
1,2023-12-30,23.0,29.0,25.0,24.0,49.72,0.0,100.93,0,60,59662.22,26.615436718955472,27.91790667964745,30.02585054244893,20.179398253430115,2.35512099205692,1
1,2023-12-31,20.0,25.0,21.0,24.0,46.47,0.0,100.93,0,60,59662.22,25.269955251279207,26.68776461758077,26.60189535091696,25.01231645834684,1.675463403513418,1
1,2024-01-01,17.0,29.0,21.0,28.0,43.5,52.33,100.93,0,60,59662.22,23.724015479184555,23.81724990988662,24.17155175966534,25.78033734255154,0.016709072142304993,0
1,2024-01-02,27.0,33.0,24.0,32.0,45.33,0.0,100.93,0,60,59662.22,20.617839468754404,26.785970739964668,23.81683147949954,27.79454989166051,4.751436116500585,1
1,2024-01-03,23.0,32.0,24.0,36.0,45.0,77.18,100.93,0,60,59662.22,29.42828793048781,29.67809295569159,26.38119822369283,31.85836197876844,-0.8198061665189229,0
1,2024-01-04,24.0,29.0,32.0,38.0,51.03,82.35,100.93,0,60,59662.22,25.901465612256445,28.39309058589603,26.22098715941816,34.930505478421594,1.1125879377458536,1
1,2024-01-05,31.0,25.0,37.0,42.0,42.75,216.32,100.93,0,60,59662.22,28.84030532523377,26.569484488575032,32.88393384702066,38.28477767944396,-3.7260000419462607,0
1,2024-01-06,31.0,26.0,37.0,39.0,45.57,133.65,100.93,0,60,59662.22,33.19992774491173,23.473994295056706,35.85191445294883,39.83271482200292,-2.6309026536567433,0
1,2024-01-07,36.0,29.0,31.0,44.0,39.95,0.0,100.93,0,60,59662.22,32.047688941701125,24.984261236166283,35.26958230683147,35.38131077264119,2.432693670206343,1
1,2024-01-08,39.0,22.0,37.0,41.0,31.68,0.0,100.93,0,60,59662.22,36.58374246766729,27.96185983692976,31.298220849937177,38.66280485380422,4.088202452634176,1
1,2024-01-09,42.0,21.0,37.0,32.0,47.93,109.97,100.93,0,60,59662.22,39.06732810117927,21.05354490138866,35.64323878469057,38.8105814354371,0.7290468789374615,0
1,2024-01-10,46.0,19.0,31.0,23.0,49.21,65.53,100.93,0,60,59662.22,40.82586024126898,20.27835416624467,35.35061776492732,31.789151714303813,0.9926493910372484,1
1,2024-01-11,43.0,19.0,32.0,23.0,41.4,64.01,100.93,0,60,59662.22,44.52240705435179,19.44411947168655,31.35616248791371,25.206814868410355,1.965677726606609,1
1,2024-01-12,41.0,13.0,32.0,28.0,56.68,0.0,100.93,0,60,59662.22,40.31865088610992,18.25763851928427,31.21749261566048,24.601382610829923,3.4880811786144115,1
1,2024-01-13,36.0,20.0,27.0,32.0,38.28,0.0,100.93,0,60,59662.22,40.05649362277333,15.312372823102397,31.795954817530248,27.592373287003475,4.320181586054426,1
1,2024-01-14,36.0,17.0,26.0,32.0,46.01,0.0,100.93,0,60,59662.22,35.559053632803426,19.931871194800085,28.02680859466512,30.62897643426153,4.462490379813284,1
1,2024-01-15,40.0,14.0,28.0,28.0,45.06,27.99,100.93,0,60,59662.22,35.95245747493202,17.691766569941844,27.51040762331623,31.05808432494484,1.3447214571390955,1
1,2024-01-16,42.0,13.0,33.0,29.0,53.89,0.0,100.93,0,60,59662.22,38.151337531721055,14.722695940505204,28.484301713432465,28.040029570506505,2.9928162935386204,1
1,2024-01-17,39.0,8.0,37.0,27.0,53.79,91.02,100.93,0,60,59662.22,40.7947624343957,13.79164508362955,32.53048841393826,30.224891763760557,-0.8766724829943828,0
1,2024-01-18,35.0,16.0,32.0,24.0,47.44,31.72,100.93,0,60,59662.22,38.19246160722781,10.683654078126375,35.214252207047025,27.66849384161149,3.3650759592588972,1
1,2024-01-19,30.0,15.0,34.0,31.0,48.78,78.63,100.93,0,60,59662.22,35.486365028967924,16.51353814456172,31.91240344835952,26.36055234500263,-1.3815621145146886,0
1,2024-01-20,30.0,18.0,39.0,39.0,42.67,0.0,100.93,0,60,59662.22,31.064252256189334,16.44430876278518,33.06839297002469,29.82946202034705,2.526674806852329,1
1,2024-01-21,29.0,22.0,38.0,33.0,37.43,0.0,100.93,0,60,59662.22,31.4389465684494,19.16088582773882,36.759258166658526,35.30904339055102,2.4617834617085013,1
1,2024-01-22,33.0,25.0,30.0,31.0,45.82,0.0,100.93,0,60,59662.22,30.050067754976823,21.458354538446244,35.79026613352046,31.327259158184617,2.869461817804085,1
1,2024-01-23,34.0,20.0,28.0,27.0,48.56,0.0,100.93,0,60,59662.22,33.00989531134038,23.4874887467126,30.06231881169724,29.998372687216545,3.8363507460935176,1
1,2024-01-24,37.0,27.0,32.0,34.0,54.15,37.92,100.93,0,60,59662.22,33.84005298205848,19.15373533010167,28.691480088088344,27.96200545815128,0.5121760068940082,0
